origin,week,leaving_flights_per_week
JLN,43,43
JLN,44,44
JLN,45,46
JLN,46,44
JLN,47,47
JLN,48,43
JLN,49,43
JLN,50,39
JLN,51,36
JLN,52,38
JMS,1,37
JMS,2,35
JMS,3,34
JMS,4,35
JMS,5,33
JMS,6,36
JMS,7,38
JMS,8,36
JMS,9,37
JMS,10,33
JMS,11,31
JMS,12,36
JMS,13,34
JMS,14,35
JMS,15,33
JMS,16,38
JMS,17,36
JMS,18,34
JMS,19,36
JMS,20,38
JMS,21,37
JMS,22,37
JMS,23,36
JMS,24,38
JMS,25,37
JMS,26,38
JMS,27,36
JMS,28,38
JMS,29,37
JMS,30,37
JMS,31,36
JMS,32,34
JMS,33,37
JMS,34,35
JMS,35,38
JMS,36,38
JMS,37,38
JMS,38,38
JMS,39,38
JMS,40,34
JMS,41,27
JMS,42,37
JMS,43,37
JMS,44,37
JMS,45,36
JMS,46,35
JMS,47,36
JMS,48,24
JMS,49,38
JMS,50,36
JMS,51,38
JMS,52,34
JNU,1,159
JNU,2,140
JNU,3,133
JNU,4,131
JNU,5,140
JNU,6,145
JNU,7,142
JNU,8,145
JNU,9,145
JNU,10,145
JNU,11,147
JNU,12,148
JNU,13,146
JNU,14,147
JNU,15,146
JNU,16,148
JNU,17,148
JNU,18,149
JNU,19,159
JNU,20,162
JNU,21,164
JNU,22,174
JNU,23,215
JNU,24,230
JNU,25,228
JNU,26,229
JNU,27,228
JNU,28,231
JNU,29,230
JNU,30,227
JNU,31,228
JNU,32,226
JNU,33,228
JNU,34,226
JNU,35,203
JNU,36,186
JNU,37,157
JNU,38,155
JNU,39,155
JNU,40,155
JNU,41,152
JNU,42,156
JNU,43,153
JNU,44,154
JNU,45,145
JNU,46,148
JNU,47,144
JNU,48,143
JNU,49,150
JNU,50,139
JNU,51,153
JNU,52,138
KOA,1,701
KOA,2,527
KOA,3,523
KOA,4,521
KOA,5,529
KOA,6,533
KOA,7,550
KOA,8,557
KOA,9,558
KOA,10,567
KOA,11,583
KOA,12,589
KOA,13,578
KOA,14,566
KOA,15,556
KOA,16,555
KOA,17,552
KOA,18,558
KOA,19,571
KOA,20,598
KOA,21,619
KOA,22,651
KOA,23,652
KOA,24,665
KOA,25,662
KOA,26,665
KOA,27,648
KOA,28,651
KOA,29,655
KOA,30,652
KOA,31,658
KOA,32,654
KOA,33,650
KOA,34,594
KOA,35,578
KOA,36,529
KOA,37,517
KOA,38,519
KOA,39,518
KOA,40,536
KOA,41,545
KOA,42,542
KOA,43,538
KOA,44,527
KOA,45,557
KOA,46,569
KOA,47,577
KOA,48,581
KOA,49,562
KOA,50,561
KOA,51,627
KOA,52,675
KTN,1,88
KTN,2,78
KTN,3,79
KTN,4,77
KTN,5,80
KTN,6,78
KTN,7,81
KTN,8,81
KTN,9,81
KTN,10,80
KTN,11,81
KTN,12,79
KTN,13,78
KTN,14,80
KTN,15,79
KTN,16,81
KTN,17,81
KTN,18,81
KTN,19,81
KTN,20,88
KTN,21,88
KTN,22,88
KTN,23,107
KTN,24,121
KTN,25,121
KTN,26,124
KTN,27,123
KTN,28,123
KTN,29,124
KTN,30,123
KTN,31,121
KTN,32,123
KTN,33,122
KTN,34,123
KTN,35,107
KTN,36,96
KTN,37,93
KTN,38,85
KTN,39,87
KTN,40,83
KTN,41,82
KTN,42,81
KTN,43,79
KTN,44,81
KTN,45,81
KTN,46,81
KTN,47,76
KTN,48,78
KTN,49,80
KTN,50,79
KTN,51,81
KTN,52,70
LAN,1,165
LAN,2,158
LAN,3,155
LAN,4,153
LAN,5,136
LAN,6,144
LAN,7,151
LAN,8,149
LAN,9,162
LAN,10,168
LAN,11,167
LAN,12,171
LAN,13,170
LAN,14,165
LAN,15,155
LAN,16,160
LAN,17,162
LAN,18,160
LAN,19,159
LAN,20,158
LAN,21,153
LAN,22,149
LAN,23,152
LAN,24,155
LAN,25,153
LAN,26,150
LAN,27,126
LAN,28,166
LAN,29,155
LAN,30,166
LAN,31,160
LAN,32,161
LAN,33,164
LAN,34,156
LAN,35,150
LAN,36,157
LAN,37,168
LAN,38,167
LAN,39,166
LAN,40,167
LAN,41,168
LAN,42,168
LAN,43,163
LAN,44,143
LAN,45,158
LAN,46,154
LAN,47,152
LAN,48,141
LAN,49,156
LAN,50,151
LAN,51,157
LAN,52,134
LAR,1,25
LAR,2,24
LAR,3,24
LAR,4,23
LAR,5,24
LAR,6,24
LAR,7,24
LAR,8,22
LAR,9,23
LAR,10,22
LAR,11,18
LAR,12,24
LAR,13,24
LAR,14,24
LAR,15,22
LAR,16,24
LAR,17,24
LAR,18,21
LAR,19,24
LAR,20,24
LAR,21,23
LAR,22,23
LAR,23,22
LAR,24,24
LAR,25,24
LAR,26,23
LAR,27,23
LAR,28,24
LAR,29,24
LAR,30,23
LAR,31,22
LAR,32,23
LAR,33,23
LAR,34,24
LAR,35,23
LAR,36,24
LAR,37,24
LAR,38,24
LAR,39,24
LAR,40,24
LAR,41,23
LAR,42,23
LAR,43,24
LAR,44,22
LAR,45,24
LAR,46,24
LAR,47,24
LAR,48,19
LAR,49,23
LAR,50,23
LAR,51,24
LAR,52,20
LAS,1,6793
LAS,2,6211
LAS,3,5914
LAS,4,5978
LAS,5,5808
LAS,6,5929
LAS,7,5901
LAS,8,5894
LAS,9,6027
LAS,10,6266
LAS,11,6349
LAS,12,6325
LAS,13,6341
LAS,14,6310
LAS,15,6353
LAS,16,6387
LAS,17,6400
LAS,18,6438
LAS,19,6426
LAS,20,6458
LAS,21,6342
LAS,22,6426
LAS,23,6493
LAS,24,6492
LAS,25,6468
LAS,26,6465
LAS,27,6184
LAS,28,6498
LAS,29,6535
LAS,30,6560
LAS,31,6542
LAS,32,6510
LAS,33,6485
LAS,34,6462
LAS,35,6250
LAS,36,6405
LAS,37,6507
LAS,38,6511
LAS,39,6535
LAS,40,6575
LAS,41,6642
LAS,42,6679
LAS,43,6629
LAS,44,6423
LAS,45,6293
LAS,46,6268
LAS,47,6076
LAS,48,6009
LAS,49,6041
LAS,50,6048
LAS,51,6031
LAS,52,5888
LAW,1,42
LAW,2,43
LAW,3,44
LAW,4,46
LAW,5,46
LAW,6,43
LAW,7,47
LAW,8,45
LAW,9,48
LAW,10,49
LAW,11,49
LAW,12,50
LAW,13,49
LAW,14,50
LAW,15,49
LAW,16,51
LAW,17,52
LAW,18,52
LAW,19,55
LAW,20,53
LAW,21,52
LAW,22,52
LAW,23,54
LAW,24,52
LAW,25,52
LAW,26,53
LAW,27,44
LAW,28,51
LAW,29,55
LAW,30,54
LAW,31,55
LAW,32,54
LAW,33,50
LAW,34,51
LAW,35,48
LAW,36,51
LAW,37,53
LAW,38,51
LAW,39,50
LAW,40,51
LAW,41,50
LAW,42,53
LAW,43,49
LAW,44,51
LAW,45,52
LAW,46,51
LAW,47,47
LAW,48,43
LAW,49,49
LAW,50,50
LAW,51,47
LAW,52,42
LAX,1,10806
LAX,2,8941
LAX,3,8811
LAX,4,8975
LAX,5,8814
LAX,6,8923
LAX,7,8973
LAX,8,9297
LAX,9,9172
LAX,10,9450
LAX,11,9533
LAX,12,9456
LAX,13,9509
LAX,14,9436
LAX,15,9444
LAX,16,9446
LAX,17,9505
LAX,18,9500
LAX,19,9478
LAX,20,9504
LAX,21,9392
LAX,22,9524
LAX,23,9783
LAX,24,10110
LAX,25,10095
LAX,26,10073
LAX,27,9536
LAX,28,10160
LAX,29,10178
LAX,30,10163
LAX,31,10171
LAX,32,10220
LAX,33,10135
LAX,34,9861
LAX,35,9471
LAX,36,9285
LAX,37,9478
LAX,38,9479
LAX,39,9498
LAX,40,9478
LAX,41,9456
LAX,42,9456
LAX,43,9385
LAX,44,8822
LAX,45,9266
LAX,46,9374
LAX,47,9136
LAX,48,9039
LAX,49,9074
LAX,50,9081
LAX,51,9778
LAX,52,9774
LBB,1,288
LBB,2,263
LBB,3,253
LBB,4,268
LBB,5,265
LBB,6,265
LBB,7,269
LBB,8,265
LBB,9,275
LBB,10,284
LBB,11,260
LBB,12,286
LBB,13,279
LBB,14,260
LBB,15,263
LBB,16,266
LBB,17,270
LBB,18,269
LBB,19,277
LBB,20,278
LBB,21,266
LBB,22,276
LBB,23,270
LBB,24,269
LBB,25,269
LBB,26,278
LBB,27,249
LBB,28,276
LBB,29,283
LBB,30,282
LBB,31,277
LBB,32,278
LBB,33,274
LBB,34,277
LBB,35,260
LBB,36,269
LBB,37,269
LBB,38,258
LBB,39,271
LBB,40,274
LBB,41,267
LBB,42,271
LBB,43,268
LBB,44,269
LBB,45,283
LBB,46,284
LBB,47,278
LBB,48,258
LBB,49,268
LBB,50,273
LBB,51,276
LBB,52,229
LBE,1,47
LBE,2,41
LBE,3,36
LBE,4,37
LBE,5,38
LBE,6,36
LBE,7,43
LBE,8,46
LBE,9,45
LBE,10,51
LBE,11,54
LBE,12,54
LBE,13,54
LBE,14,54
LBE,15,50
LBE,16,43
LBE,17,46
LBE,18,45
LBE,19,43
LBE,20,43
LBE,21,43
LBE,22,45
LBE,23,45
LBE,24,44
LBE,25,44
LBE,26,43
LBE,27,43
LBE,28,42
LBE,29,42
LBE,30,43
LBE,31,41
LBE,32,43
LBE,33,41
LBE,34,40
LBE,35,40
LBE,36,35
LBE,37,33
LBE,38,36
LBE,39,36
LBE,40,35
LBE,41,36
LBE,42,36
LBE,43,35
LBE,44,36
LBE,45,36
LBE,46,39
LBE,47,42
LBE,48,38
LBE,49,34
LBE,50,34
LBE,51,34
LBE,52,42
LBF,1,14
LBF,2,12
LBF,3,12
LBF,4,10
LBF,5,17
LBF,6,24
LBF,7,24
LBF,8,21
LBF,9,23
LBF,10,23
LBF,11,20
LBF,12,24
LBF,13,23
LBF,14,24
LBF,15,20
LBF,16,24
LBF,17,24
LBF,18,24
LBF,19,24
LBF,20,24
LBF,21,23
LBF,22,24
LBF,23,23
LBF,24,24
LBF,25,21
LBF,26,24
LBF,27,23
LBF,28,23
LBF,29,24
LBF,30,24
LBF,31,24
LBF,32,24
LBF,33,24
LBF,34,24
LBF,35,24
LBF,36,24
LBF,37,24
LBF,38,24
LBF,39,24
LBF,40,24
LBF,41,23
LBF,42,24
LBF,43,25
LBF,44,23
LBF,45,24
LBF,46,24
LBF,47,25
LBF,48,15
LBF,49,24
LBF,50,24
LBF,51,24
LBF,52,20
LBL,1,15
LBL,2,11
LBL,3,12
LBL,4,11
LBL,5,12
LBL,6,17
LBL,7,22
LBL,8,22
LBL,9,23
LBL,10,23
LBL,11,22
LBL,12,24
LBL,13,24
LBL,14,22
LBL,15,22
LBL,16,24
LBL,17,24
LBL,18,24
LBL,19,23
LBL,20,24
LBL,21,22
LBL,22,23
LBL,23,24
LBL,24,23
LBL,25,23
LBL,26,24
LBL,27,23
LBL,28,24
LBL,29,24
LBL,30,24
LBL,31,24
LBL,32,24
LBL,33,24
LBL,34,24
LBL,35,24
LBL,36,24
LBL,37,24
LBL,38,24
LBL,39,24
LBL,40,24
LBL,41,23
LBL,42,24
LBL,43,24
LBL,44,22
LBL,45,24
LBL,46,22
LBL,47,25
LBL,48,21
LBL,49,24
LBL,50,24
LBL,51,24
LBL,52,19
LCH,1,76
LCH,2,72
LCH,3,63
LCH,4,70
LCH,5,71
LCH,6,69
LCH,7,70
LCH,8,62
LCH,9,68
LCH,10,72
LCH,11,72
LCH,12,71
LCH,13,68
LCH,14,69
LCH,15,67
LCH,16,68
LCH,17,69
LCH,18,69
LCH,19,75
LCH,20,77
LCH,21,79
LCH,22,76
LCH,23,70
LCH,24,70
LCH,25,71
LCH,26,72
LCH,27,61
LCH,28,72
LCH,29,72
LCH,30,73
LCH,31,77
LCH,32,77
LCH,33,76
LCH,34,78
LCH,35,74
LCH,36,80
LCH,37,80
LCH,38,73
LCH,39,81
LCH,40,79
LCH,41,75
LCH,42,79
LCH,43,78
LCH,44,75
LCH,45,86
LCH,46,87
LCH,47,80
LCH,48,81
LCH,49,82
LCH,50,79
LCH,51,68
LCH,52,60
LCK,1,30
LCK,2,16
LCK,3,16
LCK,4,16
LCK,5,16
LCK,6,16
LCK,7,30
LCK,8,35
LCK,9,36
LCK,10,39
LCK,11,46
LCK,12,48
LCK,13,52
LCK,14,58
LCK,15,53
LCK,16,48
LCK,17,48
LCK,18,43
LCK,19,43
LCK,20,48
LCK,21,55
LCK,22,61
LCK,23,63
LCK,24,66
LCK,25,68
LCK,26,68
LCK,27,69
LCK,28,68
LCK,29,69
LCK,30,68
LCK,31,65
LCK,32,61
LCK,33,40
LCK,34,32
LCK,35,31
LCK,36,27
LCK,37,25
LCK,38,28
LCK,39,28
LCK,40,32
LCK,41,34
LCK,42,35
LCK,43,32
LCK,44,25
LCK,45,26
LCK,46,25
LCK,47,31
LCK,48,27
LCK,49,22
LCK,50,22
LCK,51,28
LCK,52,32
LEX,1,431
LEX,2,401
LEX,3,395
LEX,4,399
LEX,5,385
LEX,6,396
LEX,7,400
LEX,8,414
LEX,9,434
LEX,10,440
LEX,11,447
LEX,12,442
LEX,13,449
LEX,14,465
LEX,15,469
LEX,16,461
LEX,17,468
LEX,18,481
LEX,19,473
LEX,20,479
LEX,21,483
LEX,22,488
LEX,23,502
LEX,24,499
LEX,25,489
LEX,26,501
LEX,27,401
LEX,28,517
LEX,29,505
LEX,30,510
LEX,31,504
LEX,32,502
LEX,33,481
LEX,34,465
LEX,35,438
LEX,36,438
LEX,37,474
LEX,38,478
LEX,39,477
LEX,40,498
LEX,41,510
LEX,42,515
LEX,43,501
LEX,44,450
LEX,45,481
LEX,46,472
LEX,47,464
LEX,48,452
LEX,49,470
LEX,50,460
LEX,51,473
LEX,52,400
LFT,1,180
LFT,2,175
LFT,3,159
LFT,4,181
LFT,5,176
LFT,6,177
LFT,7,175
LFT,8,172
LFT,9,179
LFT,10,180
LFT,11,170
LFT,12,174
LFT,13,169
LFT,14,186
LFT,15,193
LFT,16,194
LFT,17,194
LFT,18,192
LFT,19,177
LFT,20,188
LFT,21,177
LFT,22,187
LFT,23,183
LFT,24,188
LFT,25,191
LFT,26,189
LFT,27,173
LFT,28,173
LFT,29,190
LFT,30,190
LFT,31,185
LFT,32,181
LFT,33,171
LFT,34,192
LFT,35,185
LFT,36,189
LFT,37,187
LFT,38,178
LFT,39,188
LFT,40,194
LFT,41,193
LFT,42,197
LFT,43,196
LFT,44,180
LFT,45,194
LFT,46,195
LFT,47,192
LFT,48,184
LFT,49,192
LFT,50,193
LFT,51,180
LFT,52,151
LGA,1,5013
LGA,2,6154
LGA,3,6150
LGA,4,6283
LGA,5,6053
LGA,6,6325
LGA,7,5969
LGA,8,6345
LGA,9,6025
LGA,10,6161
LGA,11,6553
LGA,12,6100
LGA,13,6694
LGA,14,6456
LGA,15,6581
LGA,16,6447
LGA,17,6555
LGA,18,6672
LGA,19,6586
LGA,20,6512
LGA,21,6362
LGA,22,6255
LGA,23,6760
LGA,24,6775
LGA,25,6596
LGA,26,6640
LGA,27,5308
LGA,28,6690
LGA,29,6517
LGA,30,6384
LGA,31,6370
LGA,32,6376
LGA,33,6367
LGA,34,6643
LGA,35,6482
LGA,36,6056
LGA,37,6602
LGA,38,6616
LGA,39,6642
LGA,40,6704
LGA,41,6546
LGA,42,6715
LGA,43,6649
LGA,44,5895
LGA,45,6614
LGA,46,6446
LGA,47,6251
LGA,48,6116
LGA,49,6487
LGA,50,6588
LGA,51,6637
LGA,52,4882
LGB,1,718
LGB,2,622
LGB,3,622
LGB,4,627
LGB,5,628
LGB,6,623
LGB,7,623
LGB,8,625
LGB,9,618
LGB,10,624
LGB,11,631
LGB,12,625
LGB,13,628
LGB,14,628
LGB,15,660
LGB,16,652
LGB,17,654
LGB,18,654
LGB,19,657
LGB,20,651
LGB,21,652
LGB,22,648
LGB,23,655
LGB,24,654
LGB,25,655
LGB,26,657
LGB,27,639
LGB,28,656
LGB,29,656
LGB,30,654
LGB,31,655
LGB,32,651
LGB,33,654
LGB,34,652
LGB,35,644
LGB,36,615
LGB,37,602
LGB,38,602
LGB,39,601
LGB,40,589
LGB,41,584
LGB,42,582
LGB,43,583
LGB,44,602
LGB,45,612
LGB,46,611
LGB,47,595
LGB,48,596
LGB,49,605
LGB,50,606
LGB,51,620
LGB,52,604
LIH,1,668
LIH,2,495
LIH,3,494
LIH,4,496
LIH,5,492
LIH,6,494
LIH,7,507
LIH,8,520
LIH,9,518
LIH,10,527
LIH,11,540
LIH,12,542
LIH,13,543
LIH,14,525
LIH,15,525
LIH,16,518
LIH,17,523
LIH,18,515
LIH,19,520
LIH,20,528
LIH,21,551
LIH,22,570
LIH,23,568
LIH,24,589
LIH,25,586
LIH,26,586
LIH,27,585
LIH,28,587
LIH,29,593
LIH,30,596
LIH,31,610
LIH,32,592
LIH,33,591
LIH,34,534
LIH,35,536
LIH,36,499
LIH,37,493
LIH,38,491
LIH,39,493
LIH,40,499
LIH,41,511
LIH,42,511
LIH,43,512
LIH,44,502
LIH,45,516
LIH,46,544
LIH,47,560
LIH,48,557
LIH,49,537
LIH,50,532
LIH,51,582
LIH,52,624
LIT,1,549
LIT,2,476
LIT,3,458
LIT,4,481
LIT,5,455
LIT,6,477
LIT,7,484
LIT,8,493
LIT,9,504
LIT,10,532
LIT,11,542
LIT,12,553
LIT,13,547
LIT,14,548
LIT,15,546
LIT,16,556
LIT,17,559
LIT,18,556
LIT,19,562
LIT,20,584
LIT,21,574
LIT,22,573
LIT,23,600
LIT,24,596
LIT,25,591
LIT,26,597
LIT,27,536
LIT,28,605
LIT,29,601
LIT,30,605
LIT,31,598
LIT,32,599
LIT,33,587
LIT,34,567
LIT,35,547
LIT,36,564
LIT,37,573
LIT,38,576
LIT,39,581
LIT,40,582
LIT,41,577
LIT,42,588
LIT,43,585
LIT,44,549
LIT,45,586
LIT,46,586
LIT,47,575
LIT,48,554
LIT,49,552
LIT,50,542
LIT,51,550
LIT,52,501
LNK,1,135
LNK,2,127
LNK,3,120
LNK,4,124
LNK,5,112
LNK,6,120
LNK,7,122
LNK,8,116
LNK,9,131
LNK,10,132
LNK,11,125
LNK,12,134
LNK,13,134
LNK,14,132
LNK,15,129
LNK,16,129
LNK,17,137
LNK,18,136
LNK,19,138
LNK,20,137
LNK,21,131
LNK,22,127
LNK,23,138
LNK,24,139
LNK,25,135
LNK,26,136
LNK,27,125
LNK,28,142
LNK,29,138
LNK,30,141
LNK,31,140
LNK,32,141
LNK,33,137
LNK,34,137
LNK,35,132
LNK,36,133
LNK,37,146
LNK,38,146
LNK,39,147
LNK,40,147
LNK,41,145
LNK,42,149
LNK,43,146
LNK,44,121
LNK,45,140
LNK,46,140
LNK,47,133
LNK,48,128
LNK,49,141
LNK,50,143
LNK,51,138
LNK,52,117
LNY,1,45
LNY,2,37
LNY,3,35
LNY,4,36
LNY,5,53
LNY,6,71
LNY,7,65
LNY,8,70
LNY,9,72
LNY,10,71
LNY,11,71
LNY,12,69
LNY,13,68
LNY,14,61
LNY,15,71
LNY,16,70
LNY,17,67
LNY,18,70
LNY,19,72
LNY,20,70
LNY,21,69
LNY,22,71
LNY,23,68
LNY,24,72
LNY,25,70
LNY,26,72
LNY,27,71
LNY,28,74
LNY,29,71
LNY,30,73
LNY,31,74
LNY,32,71
LNY,33,74
LNY,34,66
LNY,35,72
LNY,36,74
LNY,37,66
LNY,38,74
LNY,39,71
LNY,40,72
LNY,41,69
LNY,42,70
LNY,43,69
LNY,44,72
LNY,45,74
LNY,46,73
LNY,47,74
LNY,48,74
LNY,49,72
LNY,50,74
LNY,51,71
LNY,52,68
LRD,1,85
LRD,2,92
LRD,3,83
LRD,4,92
LRD,5,91
LRD,6,91
LRD,7,93
LRD,8,92
LRD,9,93
LRD,10,95
LRD,11,97
LRD,12,97
LRD,13,90
LRD,14,93
LRD,15,93
LRD,16,91
LRD,17,95
LRD,18,97
LRD,19,95
LRD,20,96
LRD,21,101
LRD,22,100
LRD,23,101
LRD,24,102
LRD,25,102
LRD,26,104
LRD,27,87
LRD,28,102
LRD,29,102
LRD,30,104
LRD,31,105
LRD,32,105
LRD,33,102
LRD,34,100
LRD,35,93
LRD,36,96
LRD,37,99
LRD,38,95
LRD,39,99
LRD,40,99
LRD,41,97
LRD,42,99
LRD,43,99
LRD,44,96
LRD,45,102
LRD,46,102
LRD,47,102
LRD,48,100
LRD,49,101
LRD,50,98
LRD,51,87
LRD,52,71
LSE,1,81
LSE,2,68
LSE,3,63
LSE,4,66
LSE,5,59
LSE,6,58
LSE,7,66
LSE,8,65
LSE,9,70
LSE,10,76
LSE,11,81
LSE,12,81
LSE,13,82
LSE,14,79
LSE,15,74
LSE,16,79
LSE,17,80
LSE,18,81
LSE,19,87
LSE,20,85
LSE,21,85
LSE,22,82
LSE,23,91
LSE,24,93
LSE,25,92
LSE,26,84
LSE,27,78
LSE,28,97
LSE,29,92
LSE,30,97
LSE,31,93
LSE,32,95
LSE,33,90
LSE,34,94
LSE,35,86
LSE,36,84
LSE,37,82
LSE,38,82
LSE,39,81
LSE,40,83
LSE,41,83
LSE,42,83
LSE,43,83
LSE,44,81
LSE,45,81
LSE,46,79
LSE,47,75
LSE,48,72
LSE,49,80
LSE,50,78
LSE,51,81
LSE,52,78
LWB,1,14
LWB,2,9
LWB,3,10
LWB,4,9
LWB,5,10
LWB,6,11
LWB,7,9
LWB,8,10
LWB,9,12
LWB,10,10
LWB,11,11
LWB,12,12
LWB,13,12
LWB,14,23
LWB,15,23
LWB,16,26
LWB,17,28
LWB,18,28
LWB,19,28
LWB,20,27
LWB,21,28
LWB,22,24
LWB,23,28
LWB,24,28
LWB,25,27
LWB,26,28
LWB,27,30
LWB,28,30
LWB,29,30
LWB,30,31
LWB,31,30
LWB,32,30
LWB,33,31
LWB,34,30
LWB,35,31
LWB,36,30
LWB,37,31
LWB,38,31
LWB,39,30
LWB,40,27
LWB,41,24
LWB,42,24
LWB,43,23
LWB,44,23
LWB,45,24
LWB,46,23
LWB,47,25
LWB,48,23
LWB,49,22
LWB,50,22
LWB,51,24
LWB,52,22
LWS,1,56
LWS,2,44
LWS,3,45
LWS,4,43
LWS,5,45
LWS,6,45
LWS,7,45
LWS,8,45
LWS,9,45
LWS,10,49
LWS,11,49
LWS,12,49
LWS,13,49
LWS,14,49
LWS,15,49
LWS,16,49
LWS,17,49
LWS,18,49
LWS,19,49
LWS,20,49
LWS,21,50
LWS,22,49
LWS,23,51
LWS,24,53
LWS,25,53
LWS,26,53
LWS,27,52
LWS,28,54
LWS,29,54
LWS,30,53
LWS,31,54
LWS,32,54
LWS,33,54
LWS,34,50
LWS,35,35
LWS,36,34
LWS,37,34
LWS,38,34
LWS,39,34
LWS,40,39
LWS,41,39
LWS,42,39
LWS,43,39
LWS,44,39
LWS,45,39
LWS,46,39
LWS,47,38
LWS,48,33
LWS,49,35
LWS,50,35
LWS,51,36
LWS,52,36
LYH,1,83
LYH,2,65
LYH,3,61
LYH,4,66
LYH,5,66
LYH,6,64
LYH,7,70
LYH,8,69
LYH,9,72
LYH,10,75
LYH,11,73
LYH,12,73
LYH,13,74
LYH,14,80
LYH,15,78
LYH,16,77
LYH,17,79
LYH,18,78
LYH,19,75
LYH,20,76
LYH,21,76
LYH,22,75
LYH,23,78
LYH,24,68
LYH,25,67
LYH,26,79
LYH,27,74
LYH,28,78
LYH,29,78
LYH,30,76
LYH,31,77
LYH,32,77
LYH,33,79
LYH,34,74
LYH,35,74
LYH,36,85
LYH,37,81
LYH,38,86
LYH,39,82
LYH,40,88
LYH,41,82
LYH,42,88
LYH,43,88
LYH,44,85
LYH,45,87
LYH,46,88
LYH,47,83
LYH,48,80
LYH,49,75
LYH,50,71
LYH,51,83
LYH,52,83
MAF,1,372
MAF,2,340
MAF,3,327
MAF,4,343
MAF,5,337
MAF,6,342
MAF,7,343
MAF,8,337
MAF,9,346
MAF,10,355
MAF,11,337
MAF,12,361
MAF,13,352
MAF,14,343
MAF,15,344
MAF,16,347
MAF,17,347
MAF,18,349
MAF,19,342
MAF,20,348
MAF,21,336
MAF,22,341
MAF,23,354
MAF,24,365
MAF,25,363
MAF,26,369
MAF,27,324
MAF,28,365
MAF,29,372
MAF,30,375
MAF,31,366
MAF,32,368
MAF,33,366
MAF,34,372
MAF,35,346
MAF,36,362
MAF,37,373
MAF,38,353
MAF,39,375
MAF,40,371
MAF,41,358
MAF,42,370
MAF,43,352
MAF,44,356
MAF,45,363
MAF,46,368
MAF,47,360
MAF,48,342
MAF,49,365
MAF,50,361
MAF,51,365
MAF,52,329
MBS,1,111
MBS,2,114
MBS,3,109
MBS,4,111
MBS,5,97
MBS,6,99
MBS,7,106
MBS,8,109
MBS,9,117
MBS,10,118
MBS,11,116
MBS,12,118
MBS,13,118
MBS,14,118
MBS,15,109
MBS,16,116
MBS,17,116
MBS,18,112
MBS,19,114
MBS,20,115
MBS,21,115
MBS,22,109
MBS,23,117
MBS,24,116
MBS,25,116
MBS,26,115
MBS,27,87
MBS,28,112
MBS,29,109
MBS,30,112
MBS,31,114
MBS,32,118
MBS,33,114
MBS,34,116
MBS,35,114
MBS,36,105
MBS,37,116
MBS,38,118
MBS,39,116
MBS,40,117
MBS,41,115
MBS,42,117
MBS,43,116
MBS,44,105
MBS,45,117
MBS,46,114
MBS,47,115
MBS,48,106
MBS,49,117
MBS,50,114
MBS,51,116
MBS,52,93
MCI,1,2214
MCI,2,1991
MCI,3,1964
MCI,4,2006
MCI,5,1911
MCI,6,1954
MCI,7,1965
MCI,8,1980
MCI,9,2053
MCI,10,2160
MCI,11,2183
MCI,12,2193
MCI,13,2202
MCI,14,2197
MCI,15,2115
MCI,16,2119
MCI,17,2143
MCI,18,2140
MCI,19,2187
MCI,20,2196
MCI,21,2162
MCI,22,2128
MCI,23,2249
MCI,24,2302
MCI,25,2271
MCI,26,2278
MCI,27,2000
MCI,28,2295
MCI,29,2285
MCI,30,2293
MCI,31,2281
MCI,32,2227
MCI,33,2204
MCI,34,2200
MCI,35,2083
MCI,36,2086
MCI,37,2196
MCI,38,2201
MCI,39,2211
MCI,40,2211
MCI,41,2223
MCI,42,2228
MCI,43,2206
MCI,44,2047
MCI,45,2100
MCI,46,2127
MCI,47,1963
MCI,48,1984
MCI,49,2090
MCI,50,2091
MCI,51,2127
MCI,52,1912
MCO,1,6365
MCO,2,5238
MCO,3,5128
MCO,4,5239
MCO,5,5072
MCO,6,5205
MCO,7,5380
MCO,8,5562
MCO,9,5450
MCO,10,5737
MCO,11,5883
MCO,12,5841
MCO,13,5915
MCO,14,5748
MCO,15,5430
MCO,16,5390
MCO,17,5477
MCO,18,5380
MCO,19,5336
MCO,20,5267
MCO,21,5296
MCO,22,5309
MCO,23,5369
MCO,24,5414
MCO,25,5415
MCO,26,5442
MCO,27,5214
MCO,28,5472
MCO,29,5386
MCO,30,5447
MCO,31,5429
MCO,32,5084
MCO,33,4956
MCO,34,4907
MCO,35,4729
MCO,36,4052
MCO,37,4666
MCO,38,4669
MCO,39,4663
MCO,40,4951
MCO,41,5094
MCO,42,5133
MCO,43,5117
MCO,44,5001
MCO,45,5415
MCO,46,5532
MCO,47,5591
MCO,48,5454
MCO,49,5471
MCO,50,5463
MCO,51,5856
MCO,52,6057
MDT,1,399
MDT,2,369
MDT,3,346
MDT,4,368
MDT,5,346
MDT,6,359
MDT,7,364
MDT,8,384
MDT,9,381
MDT,10,394
MDT,11,405
MDT,12,382
MDT,13,415
MDT,14,421
MDT,15,415
MDT,16,407
MDT,17,409
MDT,18,410
MDT,19,418
MDT,20,411
MDT,21,401
MDT,22,400
MDT,23,427
MDT,24,428
MDT,25,416
MDT,26,410
MDT,27,352
MDT,28,428
MDT,29,422
MDT,30,424
MDT,31,424
MDT,32,431
MDT,33,429
MDT,34,421
MDT,35,403
MDT,36,413
MDT,37,434
MDT,38,440
MDT,39,425
MDT,40,445
MDT,41,447
