dest,week,arriving_flights_per_week
JFK,15,4925
JFK,16,4739
JFK,17,4832
JFK,18,4999
JFK,19,4909
JFK,20,4922
JFK,21,4874
JFK,22,4931
JFK,23,5053
JFK,24,5137
JFK,25,5099
JFK,26,5057
JFK,27,4694
JFK,28,5145
JFK,29,5021
JFK,30,4943
JFK,31,4974
JFK,32,4794
JFK,33,5067
JFK,34,5073
JFK,35,4934
JFK,36,4578
JFK,37,4957
JFK,38,4987
JFK,39,4963
JFK,40,4968
JFK,41,4922
JFK,42,4860
JFK,43,4845
JFK,44,4355
JFK,45,4761
JFK,46,4744
JFK,47,4751
JFK,48,4655
JFK,49,4704
JFK,50,4743
JFK,51,4972
JFK,52,4749
JHM,1,32
JHM,2,26
JHM,3,26
JHM,4,22
JHM,5,33
JHM,6,38
JHM,7,40
JHM,8,41
JHM,9,39
JHM,10,45
JHM,11,44
JHM,12,43
JHM,13,55
JHM,14,48
JHM,15,46
JHM,16,53
JHM,17,49
JHM,18,49
JHM,19,54
JHM,20,47
JHM,21,40
JHM,22,49
JHM,23,43
JHM,24,47
JHM,25,43
JHM,26,50
JHM,27,47
JHM,28,45
JHM,29,52
JHM,30,52
JHM,31,52
JHM,32,49
JHM,33,51
JHM,34,40
JHM,35,49
JHM,36,51
JHM,37,44
JHM,38,45
JHM,39,48
JHM,40,44
JHM,41,36
JHM,42,45
JHM,43,33
JHM,44,45
JHM,45,50
JHM,46,41
JHM,47,49
JHM,48,51
JHM,49,52
JHM,50,45
JHM,51,34
JHM,52,49
JLN,1,33
JLN,2,26
JLN,3,25
JLN,4,27
JLN,5,28
JLN,6,23
JLN,7,30
JLN,8,31
JLN,9,33
JLN,10,28
JLN,11,27
JLN,12,28
JLN,13,27
JLN,14,36
JLN,15,36
JLN,16,37
JLN,17,38
JLN,18,34
JLN,19,31
JLN,20,29
JLN,21,27
JLN,22,29
JLN,23,44
JLN,24,55
JLN,25,54
JLN,26,55
JLN,27,49
JLN,28,55
JLN,29,53
JLN,30,57
JLN,31,57
JLN,32,55
JLN,33,56
JLN,34,52
JLN,35,49
JLN,36,49
JLN,37,47
JLN,38,48
JLN,39,46
JLN,40,47
JLN,41,46
JLN,42,46
JLN,43,46
JLN,44,44
JLN,45,46
JLN,46,45
JLN,47,47
JLN,48,42
JLN,49,43
JLN,50,40
JLN,51,36
JLN,52,36
JMS,1,37
JMS,2,35
JMS,3,37
JMS,4,34
JMS,5,33
JMS,6,36
JMS,7,38
JMS,8,36
JMS,9,37
JMS,10,33
JMS,11,31
JMS,12,36
JMS,13,35
JMS,14,35
JMS,15,33
JMS,16,38
JMS,17,37
JMS,18,33
JMS,19,36
JMS,20,38
JMS,21,37
JMS,22,37
JMS,23,35
JMS,24,38
JMS,25,36
JMS,26,38
JMS,27,35
JMS,28,38
JMS,29,36
JMS,30,38
JMS,31,36
JMS,32,34
JMS,33,38
JMS,34,36
JMS,35,38
JMS,36,38
JMS,37,38
JMS,38,38
JMS,39,38
JMS,40,33
JMS,41,27
JMS,42,37
JMS,43,37
JMS,44,34
JMS,45,35
JMS,46,36
JMS,47,36
JMS,48,28
JMS,49,38
JMS,50,36
JMS,51,37
JMS,52,34
JNU,1,160
JNU,2,140
JNU,3,134
JNU,4,126
JNU,5,143
JNU,6,145
JNU,7,142
JNU,8,145
JNU,9,146
JNU,10,146
JNU,11,146
JNU,12,148
JNU,13,146
JNU,14,148
JNU,15,148
JNU,16,148
JNU,17,148
JNU,18,148
JNU,19,160
JNU,20,162
JNU,21,166
JNU,22,175
JNU,23,217
JNU,24,230
JNU,25,226
JNU,26,230
JNU,27,229
JNU,28,231
JNU,29,230
JNU,30,229
JNU,31,228
JNU,32,228
JNU,33,228
JNU,34,225
JNU,35,202
JNU,36,186
JNU,37,157
JNU,38,153
JNU,39,153
JNU,40,155
JNU,41,153
JNU,42,154
JNU,43,150
JNU,44,154
JNU,45,146
JNU,46,148
JNU,47,145
JNU,48,143
JNU,49,148
JNU,50,137
JNU,51,153
JNU,52,136
KOA,1,699
KOA,2,523
KOA,3,515
KOA,4,517
KOA,5,524
KOA,6,530
KOA,7,541
KOA,8,556
KOA,9,554
KOA,10,559
KOA,11,578
KOA,12,585
KOA,13,572
KOA,14,553
KOA,15,551
KOA,16,550
KOA,17,549
KOA,18,554
KOA,19,566
KOA,20,591
KOA,21,613
KOA,22,644
KOA,23,649
KOA,24,659
KOA,25,656
KOA,26,660
KOA,27,641
KOA,28,645
KOA,29,648
KOA,30,647
KOA,31,653
KOA,32,647
KOA,33,644
KOA,34,590
KOA,35,575
KOA,36,528
KOA,37,517
KOA,38,519
KOA,39,518
KOA,40,537
KOA,41,546
KOA,42,542
KOA,43,536
KOA,44,525
KOA,45,560
KOA,46,569
KOA,47,580
KOA,48,581
KOA,49,561
KOA,50,563
KOA,51,623
KOA,52,675
KTN,1,89
KTN,2,78
KTN,3,79
KTN,4,78
KTN,5,81
KTN,6,79
KTN,7,81
KTN,8,81
KTN,9,81
KTN,10,81
KTN,11,81
KTN,12,80
KTN,13,79
KTN,14,80
KTN,15,79
KTN,16,80
KTN,17,81
KTN,18,81
KTN,19,81
KTN,20,88
KTN,21,88
KTN,22,88
KTN,23,106
KTN,24,121
KTN,25,123
KTN,26,124
KTN,27,123
KTN,28,124
KTN,29,124
KTN,30,123
KTN,31,122
KTN,32,124
KTN,33,122
KTN,34,122
KTN,35,108
KTN,36,95
KTN,37,93
KTN,38,85
KTN,39,87
KTN,40,82
KTN,41,82
KTN,42,82
KTN,43,80
KTN,44,82
KTN,45,80
KTN,46,81
KTN,47,76
KTN,48,78
KTN,49,81
KTN,50,79
KTN,51,82
KTN,52,73
LAN,1,165
LAN,2,162
LAN,3,153
LAN,4,155
LAN,5,139
LAN,6,144
LAN,7,151
LAN,8,150
LAN,9,162
LAN,10,167
LAN,11,167
LAN,12,170
LAN,13,170
LAN,14,165
LAN,15,155
LAN,16,162
LAN,17,162
LAN,18,159
LAN,19,162
LAN,20,159
LAN,21,154
LAN,22,149
LAN,23,152
LAN,24,156
LAN,25,156
LAN,26,150
LAN,27,128
LAN,28,164
LAN,29,154
LAN,30,167
LAN,31,161
LAN,32,164
LAN,33,162
LAN,34,157
LAN,35,148
LAN,36,161
LAN,37,167
LAN,38,168
LAN,39,164
LAN,40,167
LAN,41,168
LAN,42,167
LAN,43,165
LAN,44,143
LAN,45,159
LAN,46,153
LAN,47,150
LAN,48,141
LAN,49,158
LAN,50,151
LAN,51,160
LAN,52,134
LAR,1,25
LAR,2,24
LAR,3,24
LAR,4,23
LAR,5,24
LAR,6,24
LAR,7,24
LAR,8,22
LAR,9,23
LAR,10,21
LAR,11,19
LAR,12,24
LAR,13,24
LAR,14,24
LAR,15,22
LAR,16,24
LAR,17,24
LAR,18,21
LAR,19,24
LAR,20,24
LAR,21,22
LAR,22,24
LAR,23,22
LAR,24,24
LAR,25,24
LAR,26,23
LAR,27,23
LAR,28,24
LAR,29,24
LAR,30,24
LAR,31,23
LAR,32,23
LAR,33,24
LAR,34,24
LAR,35,23
LAR,36,24
LAR,37,24
LAR,38,24
LAR,39,24
LAR,40,23
LAR,41,22
LAR,42,23
LAR,43,23
LAR,44,22
LAR,45,24
LAR,46,24
LAR,47,23
LAR,48,17
LAR,49,24
LAR,50,23
LAR,51,24
LAR,52,20
LAS,1,6799
LAS,2,6236
LAS,3,5920
LAS,4,5977
LAS,5,5828
LAS,6,5942
LAS,7,5889
LAS,8,5902
LAS,9,6043
LAS,10,6261
LAS,11,6349
LAS,12,6326
LAS,13,6341
LAS,14,6324
LAS,15,6346
LAS,16,6399
LAS,17,6406
LAS,18,6446
LAS,19,6429
LAS,20,6468
LAS,21,6347
LAS,22,6442
LAS,23,6529
LAS,24,6493
LAS,25,6485
LAS,26,6506
LAS,27,6192
LAS,28,6466
LAS,29,6521
LAS,30,6572
LAS,31,6539
LAS,32,6487
LAS,33,6492
LAS,34,6485
LAS,35,6264
LAS,36,6400
LAS,37,6519
LAS,38,6511
LAS,39,6529
LAS,40,6580
LAS,41,6653
LAS,42,6680
LAS,43,6625
LAS,44,6424
LAS,45,6288
LAS,46,6282
LAS,47,6072
LAS,48,6001
LAS,49,6051
LAS,50,6045
LAS,51,6039
LAS,52,5895
LAW,1,42
LAW,2,43
LAW,3,44
LAW,4,46
LAW,5,46
LAW,6,43
LAW,7,47
LAW,8,45
LAW,9,48
LAW,10,50
LAW,11,49
LAW,12,51
LAW,13,49
LAW,14,50
LAW,15,50
LAW,16,50
LAW,17,52
LAW,18,52
LAW,19,55
LAW,20,52
LAW,21,51
LAW,22,52
LAW,23,54
LAW,24,51
LAW,25,52
LAW,26,53
LAW,27,43
LAW,28,52
LAW,29,55
LAW,30,54
LAW,31,55
LAW,32,54
LAW,33,49
LAW,34,50
LAW,35,49
LAW,36,51
LAW,37,53
LAW,38,51
LAW,39,49
LAW,40,52
LAW,41,49
LAW,42,52
LAW,43,51
LAW,44,51
LAW,45,53
LAW,46,51
LAW,47,46
LAW,48,43
LAW,49,49
LAW,50,50
LAW,51,46
LAW,52,42
LAX,1,10832
LAX,2,8954
LAX,3,8821
LAX,4,8986
LAX,5,8822
LAX,6,8914
LAX,7,8943
LAX,8,9299
LAX,9,9181
LAX,10,9443
LAX,11,9537
LAX,12,9468
LAX,13,9510
LAX,14,9442
LAX,15,9466
LAX,16,9449
LAX,17,9504
LAX,18,9518
LAX,19,9503
LAX,20,9523
LAX,21,9399
LAX,22,9537
LAX,23,9793
LAX,24,10119
LAX,25,10101
LAX,26,10101
LAX,27,9560
LAX,28,10183
LAX,29,10205
LAX,30,10179
LAX,31,10188
LAX,32,10244
LAX,33,10159
LAX,34,9871
LAX,35,9489
LAX,36,9299
LAX,37,9472
LAX,38,9480
LAX,39,9507
LAX,40,9488
LAX,41,9432
LAX,42,9462
LAX,43,9397
LAX,44,8839
LAX,45,9275
LAX,46,9367
LAX,47,9157
LAX,48,9034
LAX,49,9073
LAX,50,9074
LAX,51,9807
LAX,52,9797
LBB,1,291
LBB,2,265
LBB,3,258
LBB,4,268
LBB,5,265
LBB,6,267
LBB,7,271
LBB,8,260
LBB,9,274
LBB,10,284
LBB,11,259
LBB,12,286
LBB,13,276
LBB,14,262
LBB,15,262
LBB,16,268
LBB,17,270
LBB,18,266
LBB,19,275
LBB,20,278
LBB,21,265
LBB,22,275
LBB,23,269
LBB,24,271
LBB,25,271
LBB,26,280
LBB,27,251
LBB,28,276
LBB,29,284
LBB,30,283
LBB,31,278
LBB,32,278
LBB,33,275
LBB,34,278
LBB,35,257
LBB,36,270
LBB,37,273
LBB,38,260
LBB,39,273
LBB,40,274
LBB,41,269
LBB,42,270
LBB,43,269
LBB,44,270
LBB,45,284
LBB,46,286
LBB,47,277
LBB,48,258
LBB,49,270
LBB,50,274
LBB,51,274
LBB,52,229
LBE,1,47
LBE,2,41
LBE,3,35
LBE,4,38
LBE,5,38
LBE,6,35
LBE,7,43
LBE,8,45
LBE,9,45
LBE,10,51
LBE,11,54
LBE,12,53
LBE,13,54
LBE,14,54
LBE,15,49
LBE,16,43
LBE,17,44
LBE,18,44
LBE,19,43
LBE,20,43
LBE,21,43
LBE,22,45
LBE,23,44
LBE,24,44
LBE,25,44
LBE,26,43
LBE,27,42
LBE,28,43
LBE,29,41
LBE,30,43
LBE,31,41
LBE,32,42
LBE,33,42
LBE,34,41
LBE,35,39
LBE,36,37
LBE,37,31
LBE,38,36
LBE,39,36
LBE,40,36
LBE,41,36
LBE,42,36
LBE,43,35
LBE,44,36
LBE,45,36
LBE,46,39
LBE,47,42
LBE,48,38
LBE,49,34
LBE,50,34
LBE,51,34
LBE,52,42
LBF,1,14
LBF,2,12
LBF,3,12
LBF,4,9
LBF,5,18
LBF,6,24
LBF,7,24
LBF,8,22
LBF,9,23
LBF,10,22
LBF,11,21
LBF,12,24
LBF,13,24
LBF,14,24
LBF,15,20
LBF,16,24
LBF,17,24
LBF,18,24
LBF,19,24
LBF,20,24
LBF,21,23
LBF,22,24
LBF,23,22
LBF,24,24
LBF,25,22
LBF,26,24
LBF,27,23
LBF,28,23
LBF,29,24
LBF,30,24
LBF,31,24
LBF,32,23
LBF,33,24
LBF,34,24
LBF,35,24
LBF,36,24
LBF,37,24
LBF,38,24
LBF,39,24
LBF,40,23
LBF,41,22
LBF,42,24
LBF,43,25
LBF,44,23
LBF,45,24
LBF,46,24
LBF,47,25
LBF,48,16
LBF,49,24
LBF,50,24
LBF,51,24
LBF,52,20
LBL,1,15
LBL,2,11
LBL,3,12
LBL,4,12
LBL,5,12
LBL,6,17
LBL,7,24
LBL,8,23
LBL,9,23
LBL,10,24
LBL,11,22
LBL,12,24
LBL,13,24
LBL,14,23
LBL,15,22
LBL,16,24
LBL,17,24
LBL,18,24
LBL,19,24
LBL,20,24
LBL,21,23
LBL,22,24
LBL,23,23
LBL,24,24
LBL,25,24
LBL,26,24
LBL,27,23
LBL,28,24
LBL,29,24
LBL,30,23
LBL,31,24
LBL,32,24
LBL,33,24
LBL,34,23
LBL,35,24
LBL,36,24
LBL,37,24
LBL,38,24
LBL,39,24
LBL,40,24
LBL,41,22
LBL,42,24
LBL,43,24
LBL,44,23
LBL,45,24
LBL,46,22
LBL,47,25
LBL,48,20
LBL,49,24
LBL,50,24
LBL,51,24
LBL,52,19
LCH,1,76
LCH,2,72
LCH,3,63
LCH,4,71
LCH,5,71
LCH,6,69
LCH,7,69
LCH,8,64
LCH,9,68
LCH,10,71
LCH,11,72
LCH,12,71
LCH,13,68
LCH,14,68
LCH,15,67
LCH,16,67
LCH,17,69
LCH,18,69
LCH,19,73
LCH,20,77
LCH,21,79
LCH,22,75
LCH,23,71
LCH,24,70
LCH,25,71
LCH,26,72
LCH,27,62
LCH,28,73
LCH,29,72
LCH,30,73
LCH,31,77
LCH,32,77
LCH,33,77
LCH,34,78
LCH,35,74
LCH,36,80
LCH,37,81
LCH,38,74
LCH,39,81
LCH,40,78
LCH,41,75
LCH,42,77
LCH,43,79
LCH,44,75
LCH,45,87
LCH,46,87
LCH,47,78
LCH,48,82
LCH,49,82
LCH,50,77
LCH,51,68
LCH,52,61
LCK,1,28
LCK,2,16
LCK,3,16
LCK,4,16
LCK,5,16
LCK,6,16
LCK,7,30
LCK,8,35
LCK,9,36
LCK,10,39
LCK,11,46
LCK,12,48
LCK,13,52
LCK,14,58
LCK,15,53
LCK,16,48
LCK,17,48
LCK,18,43
LCK,19,43
LCK,20,48
LCK,21,55
LCK,22,60
LCK,23,63
LCK,24,66
LCK,25,68
LCK,26,68
LCK,27,69
LCK,28,68
LCK,29,68
LCK,30,68
LCK,31,66
LCK,32,61
LCK,33,40
LCK,34,32
LCK,35,31
LCK,36,27
LCK,37,25
LCK,38,28
LCK,39,28
LCK,40,32
LCK,41,33
LCK,42,35
LCK,43,32
LCK,44,25
LCK,45,26
LCK,46,25
LCK,47,31
LCK,48,27
LCK,49,22
LCK,50,22
LCK,51,28
LCK,52,32
LEX,1,437
LEX,2,398
LEX,3,389
LEX,4,401
LEX,5,380
LEX,6,401
LEX,7,401
LEX,8,416
LEX,9,435
LEX,10,444
LEX,11,452
LEX,12,439
LEX,13,450
LEX,14,469
LEX,15,468
LEX,16,463
LEX,17,469
LEX,18,483
LEX,19,473
LEX,20,480
LEX,21,479
LEX,22,489
LEX,23,505
LEX,24,503
LEX,25,491
LEX,26,500
LEX,27,404
LEX,28,515
LEX,29,503
LEX,30,514
LEX,31,505
LEX,32,502
LEX,33,479
LEX,34,465
LEX,35,436
LEX,36,446
LEX,37,472
LEX,38,476
LEX,39,476
LEX,40,498
LEX,41,511
LEX,42,515
LEX,43,501
LEX,44,450
LEX,45,481
LEX,46,474
LEX,47,458
LEX,48,456
LEX,49,468
LEX,50,460
LEX,51,467
LEX,52,402
LFT,1,180
LFT,2,178
LFT,3,160
LFT,4,181
LFT,5,175
LFT,6,176
LFT,7,175
LFT,8,170
LFT,9,181
LFT,10,180
LFT,11,170
LFT,12,174
LFT,13,170
LFT,14,185
LFT,15,192
LFT,16,194
LFT,17,194
LFT,18,192
LFT,19,176
LFT,20,188
LFT,21,180
LFT,22,186
LFT,23,187
LFT,24,192
LFT,25,189
LFT,26,187
LFT,27,175
LFT,28,173
LFT,29,190
LFT,30,191
LFT,31,185
LFT,32,183
LFT,33,170
LFT,34,191
LFT,35,186
LFT,36,191
LFT,37,189
LFT,38,180
LFT,39,189
LFT,40,193
LFT,41,195
LFT,42,197
LFT,43,197
LFT,44,183
LFT,45,194
LFT,46,194
LFT,47,192
LFT,48,184
LFT,49,193
LFT,50,192
LFT,51,178
LFT,52,150
LGA,1,5032
LGA,2,6163
LGA,3,6153
LGA,4,6285
LGA,5,6041
LGA,6,6331
LGA,7,5949
LGA,8,6385
LGA,9,5989
LGA,10,6201
LGA,11,6534
LGA,12,6104
LGA,13,6702
LGA,14,6442
LGA,15,6552
LGA,16,6414
LGA,17,6534
LGA,18,6668
LGA,19,6561
LGA,20,6503
LGA,21,6334
LGA,22,6240
LGA,23,6767
LGA,24,6742
LGA,25,6535
LGA,26,6610
LGA,27,5286
LGA,28,6677
LGA,29,6474
LGA,30,6366
LGA,31,6313
LGA,32,6339
LGA,33,6320
LGA,34,6582
LGA,35,6484
LGA,36,6037
LGA,37,6583
LGA,38,6576
LGA,39,6632
LGA,40,6657
LGA,41,6537
LGA,42,6718
LGA,43,6650
LGA,44,5889
LGA,45,6618
LGA,46,6390
LGA,47,6267
LGA,48,6108
LGA,49,6484
LGA,50,6558
LGA,51,6622
LGA,52,4876
LGB,1,715
LGB,2,622
LGB,3,620
LGB,4,624
LGB,5,626
LGB,6,615
LGB,7,616
LGB,8,618
LGB,9,619
LGB,10,620
LGB,11,631
LGB,12,628
LGB,13,623
LGB,14,629
LGB,15,657
LGB,16,654
LGB,17,656
LGB,18,654
LGB,19,658
LGB,20,655
LGB,21,648
LGB,22,651
LGB,23,658
LGB,24,654
LGB,25,656
LGB,26,654
LGB,27,636
LGB,28,654
LGB,29,656
LGB,30,652
LGB,31,654
LGB,32,654
LGB,33,657
LGB,34,657
LGB,35,645
LGB,36,614
LGB,37,603
LGB,38,601
LGB,39,601
LGB,40,588
LGB,41,583
LGB,42,581
LGB,43,580
LGB,44,602
LGB,45,610
LGB,46,610
LGB,47,596
LGB,48,594
LGB,49,604
LGB,50,605
LGB,51,620
LGB,52,602
LIH,1,669
LIH,2,497
LIH,3,492
LIH,4,491
LIH,5,493
LIH,6,497
LIH,7,507
LIH,8,519
LIH,9,519
LIH,10,528
LIH,11,539
LIH,12,543
LIH,13,543
LIH,14,520
LIH,15,525
LIH,16,520
LIH,17,522
LIH,18,518
LIH,19,520
LIH,20,528
LIH,21,552
LIH,22,568
LIH,23,567
LIH,24,589
LIH,25,586
LIH,26,587
LIH,27,585
LIH,28,589
LIH,29,591
LIH,30,597
LIH,31,613
LIH,32,593
LIH,33,592
LIH,34,537
LIH,35,534
LIH,36,501
LIH,37,493
LIH,38,493
LIH,39,492
LIH,40,501
LIH,41,513
LIH,42,511
LIH,43,511
LIH,44,500
LIH,45,516
LIH,46,548
LIH,47,562
LIH,48,560
LIH,49,537
LIH,50,532
LIH,51,584
LIH,52,626
LIT,1,554
LIT,2,475
LIT,3,458
LIT,4,482
LIT,5,460
LIT,6,480
LIT,7,481
LIT,8,495
LIT,9,507
LIT,10,535
LIT,11,544
LIT,12,553
LIT,13,548
LIT,14,551
LIT,15,544
LIT,16,554
LIT,17,561
LIT,18,557
LIT,19,567
LIT,20,586
LIT,21,576
LIT,22,575
LIT,23,600
LIT,24,598
LIT,25,588
LIT,26,602
LIT,27,539
LIT,28,600
LIT,29,603
LIT,30,610
LIT,31,604
LIT,32,603
LIT,33,584
LIT,34,570
LIT,35,545
LIT,36,567
LIT,37,575
LIT,38,577
LIT,39,579
LIT,40,584
LIT,41,579
LIT,42,588
LIT,43,584
LIT,44,547
LIT,45,587
LIT,46,586
LIT,47,575
LIT,48,555
LIT,49,553
LIT,50,543
LIT,51,549
LIT,52,501
LNK,1,137
LNK,2,128
LNK,3,121
LNK,4,125
LNK,5,113
LNK,6,120
LNK,7,122
LNK,8,114
LNK,9,131
LNK,10,131
LNK,11,125
LNK,12,133
LNK,13,134
LNK,14,132
LNK,15,126
LNK,16,135
LNK,17,138
LNK,18,136
LNK,19,138
LNK,20,138
LNK,21,129
LNK,22,131
LNK,23,137
LNK,24,141
LNK,25,137
LNK,26,134
LNK,27,126
LNK,28,143
LNK,29,143
LNK,30,141
LNK,31,141
LNK,32,143
LNK,33,138
LNK,34,137
LNK,35,133
LNK,36,134
LNK,37,147
LNK,38,146
LNK,39,146
LNK,40,147
LNK,41,147
LNK,42,149
LNK,43,145
LNK,44,119
LNK,45,141
LNK,46,138
LNK,47,135
LNK,48,124
LNK,49,140
LNK,50,143
LNK,51,138
LNK,52,114
LNY,1,46
LNY,2,36
LNY,3,35
LNY,4,36
LNY,5,54
LNY,6,67
LNY,7,63
LNY,8,70
LNY,9,72
LNY,10,70
LNY,11,71
LNY,12,69
LNY,13,72
LNY,14,61
LNY,15,71
LNY,16,71
LNY,17,67
LNY,18,70
LNY,19,72
LNY,20,70
LNY,21,69
LNY,22,71
LNY,23,68
LNY,24,72
LNY,25,70
LNY,26,72
LNY,27,72
LNY,28,73
LNY,29,73
LNY,30,73
LNY,31,74
LNY,32,71
LNY,33,74
LNY,34,65
LNY,35,72
LNY,36,74
LNY,37,66
LNY,38,71
LNY,39,73
LNY,40,72
LNY,41,68
LNY,42,68
LNY,43,68
LNY,44,72
LNY,45,74
LNY,46,74
LNY,47,74
LNY,48,74
LNY,49,73
LNY,50,74
LNY,51,70
LNY,52,68
LRD,1,87
LRD,2,93
LRD,3,83
LRD,4,92
LRD,5,91
LRD,6,90
LRD,7,91
LRD,8,92
LRD,9,91
LRD,10,94
LRD,11,97
LRD,12,98
LRD,13,90
LRD,14,94
LRD,15,92
LRD,16,91
LRD,17,95
LRD,18,97
LRD,19,95
LRD,20,95
LRD,21,100
LRD,22,100
LRD,23,102
LRD,24,101
LRD,25,102
LRD,26,103
LRD,27,89
LRD,28,103
LRD,29,102
LRD,30,106
LRD,31,105
LRD,32,105
LRD,33,102
LRD,34,100
LRD,35,92
LRD,36,98
LRD,37,99
LRD,38,95
LRD,39,98
LRD,40,99
LRD,41,97
LRD,42,99
LRD,43,99
LRD,44,98
LRD,45,102
LRD,46,102
LRD,47,101
LRD,48,100
LRD,49,102
LRD,50,98
LRD,51,87
LRD,52,72
LSE,1,81
LSE,2,69
LSE,3,64
LSE,4,66
LSE,5,57
LSE,6,59
LSE,7,66
LSE,8,64
LSE,9,72
LSE,10,76
LSE,11,81
LSE,12,82
LSE,13,82
LSE,14,79
LSE,15,73
LSE,16,79
LSE,17,79
LSE,18,81
LSE,19,87
LSE,20,85
LSE,21,83
LSE,22,81
LSE,23,91
LSE,24,93
LSE,25,93
LSE,26,87
LSE,27,78
LSE,28,97
LSE,29,93
LSE,30,97
LSE,31,93
LSE,32,96
LSE,33,91
LSE,34,94
LSE,35,87
LSE,36,83
LSE,37,81
LSE,38,83
LSE,39,81
LSE,40,83
LSE,41,83
LSE,42,83
LSE,43,83
LSE,44,81
LSE,45,81
LSE,46,79
LSE,47,74
LSE,48,73
LSE,49,80
LSE,50,78
LSE,51,81
LSE,52,78
LWB,1,14
LWB,2,10
LWB,3,10
LWB,4,9
LWB,5,10
LWB,6,11
LWB,7,8
LWB,8,11
LWB,9,12
LWB,10,10
LWB,11,11
LWB,12,12
LWB,13,12
LWB,14,23
LWB,15,24
LWB,16,26
LWB,17,28
LWB,18,28
LWB,19,28
LWB,20,25
LWB,21,28
LWB,22,25
LWB,23,28
LWB,24,28
LWB,25,27
LWB,26,28
LWB,27,31
LWB,28,31
LWB,29,30
LWB,30,31
LWB,31,30
LWB,32,31
LWB,33,31
LWB,34,30
LWB,35,31
LWB,36,32
LWB,37,31
LWB,38,31
LWB,39,30
LWB,40,27
LWB,41,24
LWB,42,24
LWB,43,23
LWB,44,23
LWB,45,24
LWB,46,23
LWB,47,25
LWB,48,23
LWB,49,22
LWB,50,22
LWB,51,24
LWB,52,22
LWS,1,55
LWS,2,45
LWS,3,45
LWS,4,43
LWS,5,45
LWS,6,44
LWS,7,44
LWS,8,45
LWS,9,45
LWS,10,49
LWS,11,49
LWS,12,49
LWS,13,49
LWS,14,49
LWS,15,49
LWS,16,49
LWS,17,49
LWS,18,49
LWS,19,49
LWS,20,49
LWS,21,48
LWS,22,50
LWS,23,50
LWS,24,52
LWS,25,52
LWS,26,51
LWS,27,52
LWS,28,53
LWS,29,54
LWS,30,53
LWS,31,51
LWS,32,54
LWS,33,54
LWS,34,48
LWS,35,35
LWS,36,34
LWS,37,34
LWS,38,34
LWS,39,34
LWS,40,39
LWS,41,39
LWS,42,39
LWS,43,39
LWS,44,39
LWS,45,39
LWS,46,39
LWS,47,33
LWS,48,31
LWS,49,34
LWS,50,34
LWS,51,36
LWS,52,35
LYH,1,83
LYH,2,64
LYH,3,61
LYH,4,66
LYH,5,66
LYH,6,63
LYH,7,70
LYH,8,69
LYH,9,72
LYH,10,75
LYH,11,74
LYH,12,72
LYH,13,75
LYH,14,80
LYH,15,77
LYH,16,78
LYH,17,79
LYH,18,76
LYH,19,75
LYH,20,76
LYH,21,76
LYH,22,74
LYH,23,78
LYH,24,69
LYH,25,70
LYH,26,80
LYH,27,74
LYH,28,78
LYH,29,77
LYH,30,77
LYH,31,74
LYH,32,77
LYH,33,78
LYH,34,76
LYH,35,75
LYH,36,85
LYH,37,80
LYH,38,86
LYH,39,84
LYH,40,88
LYH,41,84
LYH,42,87
LYH,43,88
LYH,44,85
LYH,45,88
LYH,46,88
LYH,47,82
LYH,48,79
LYH,49,75
LYH,50,73
LYH,51,82
LYH,52,83
MAF,1,376
MAF,2,342
MAF,3,329
MAF,4,344
MAF,5,338
MAF,6,344
MAF,7,344
MAF,8,339
MAF,9,347
MAF,10,355
MAF,11,337
MAF,12,360
MAF,13,350
MAF,14,344
MAF,15,349
MAF,16,349
MAF,17,349
MAF,18,348
MAF,19,345
MAF,20,349
MAF,21,336
MAF,22,340
MAF,23,356
MAF,24,367
MAF,25,366
MAF,26,373
MAF,27,325
MAF,28,365
MAF,29,372
MAF,30,374
MAF,31,368
MAF,32,368
MAF,33,367
MAF,34,373
MAF,35,340
MAF,36,368
MAF,37,374
MAF,38,358
MAF,39,376
MAF,40,371
MAF,41,356
MAF,42,366
MAF,43,350
MAF,44,357
MAF,45,357
MAF,46,369
MAF,47,359
MAF,48,344
MAF,49,366
MAF,50,360
MAF,51,367
MAF,52,325
MBS,1,114
MBS,2,114
MBS,3,107
MBS,4,110
MBS,5,99
MBS,6,101
MBS,7,105
MBS,8,113
MBS,9,116
MBS,10,118
MBS,11,116
MBS,12,118
MBS,13,118
MBS,14,117
MBS,15,110
MBS,16,117
MBS,17,116
MBS,18,112
MBS,19,114
MBS,20,115
MBS,21,112
MBS,22,112
MBS,23,115
MBS,24,116
MBS,25,115
MBS,26,112
MBS,27,90
MBS,28,112
MBS,29,110
MBS,30,112
MBS,31,114
MBS,32,118
MBS,33,115
MBS,34,117
MBS,35,116
MBS,36,105
MBS,37,117
MBS,38,117
MBS,39,116
MBS,40,115
MBS,41,117
MBS,42,117
MBS,43,116
MBS,44,106
MBS,45,117
MBS,46,113
MBS,47,115
MBS,48,107
MBS,49,116
MBS,50,113
MBS,51,112
MBS,52,91
MCI,1,2219
MCI,2,2001
MCI,3,1967
MCI,4,1997
MCI,5,1910
MCI,6,1957
MCI,7,1969
MCI,8,1975
MCI,9,2054
MCI,10,2151
MCI,11,2189
MCI,12,2196
MCI,13,2205
MCI,14,2193
MCI,15,2123
MCI,16,2126
MCI,17,2147
MCI,18,2144
MCI,19,2195
